UF,CODUF,CODMUNIC,NOMEDOMUNICIPIO,POPULACAO
PR,41,9401,GUARAPUAVA,190342
PR,41,9500,GUARAQUECABA,7446
PR,41,9609,GUARATUBA,42801
PR,41,9658,HONORIO SERPA,5471
PR,41,9708,IBAITI,30943
PR,41,9757,IBEMA,6218
PR,41,9807,IBIPORA,54917
PR,41,9906,ICARAIMA,8992
PR,41,10003,IGUARACU,5478
PR,41,10052,IGUATU,2142
PR,41,10078,IMBAU,11619
PR,41,10102,IMBITUVA,29893
PR,41,10201,INACIO MARTINS,10776
PR,41,10300,INAJA,2529
PR,41,10409,INDIANOPOLIS,4223
PR,41,10508,IPIRANGA,14230
PR,41,10607,IPORA,15730
PR,41,10656,IRACEMA DO OESTE,2347
PR,41,10706,IRATI,59253
PR,41,10805,IRETAMA,10681
PR,41,10904,ITAGUAJE,4489
PR,41,10953,ITAIPULANDIA,10909
PR,41,11001,ITAMBARACA,5920
PR,41,11100,ITAMBE,6734
PR,41,11209,ITAPEJARA D'OESTE,13177
PR,41,11258,ITAPERUCU,31843
PR,41,11308,ITAUNA DO SUL,3566
PR,41,11407,IVAI,13142
PR,41,11506,IVAIPORA,32604
PR,41,11555,IVATE,6771
PR,41,11605,IVATUBA,2786
PR,41,11704,JABOTI,5425
PR,41,11803,JACAREZINHO,40356
PR,41,11902,JAGUAPITA,15193
PR,41,12009,JAGUARIAIVA,35527
PR,41,12108,JANDAIA DO SUL,23006
PR,41,12207,JANIOPOLIS,5862
PR,41,12306,JAPIRA,4971
PR,41,12405,JAPURA,9127
PR,41,12504,JARDIM ALEGRE,12070
PR,41,12603,JARDIM OLINDA,1280
PR,41,12702,JATAIZINHO,11857
PR,41,12751,JESUITAS,10508
PR,41,12801,JOAQUIM TAVORA,11870
PR,41,12900,JUNDIAI DO SUL,3446
PR,41,12959,JURANDA,7773
PR,41,13007,JUSSARA,7477
PR,41,13106,KALORE,4579
PR,41,13205,LAPA,45620
PR,41,13254,LARANJAL,5628
PR,41,13304,LARANJEIRAS DO SUL,31953
PR,41,13403,LEOPOLIS,3940
PR,41,13429,LIDIANOPOLIS,3936
PR,41,13452,LINDOESTE,5147
PR,41,13502,LOANDA,23149
PR,41,13601,LOBATO,4600
PR,41,13700,LONDRINA,588125
PR,41,13734,LUIZIANA,6711
PR,41,13759,LUNARDELLI,5027
PR,41,13809,LUPIONOPOLIS,4812
PR,41,13908,MALLET,13378
PR,41,14005,MAMBORE,13404
PR,41,14104,MANDAGUACU,31544
PR,41,14203,MANDAGUARI,36827
PR,41,14302,MANDIRITUBA,33795
PR,41,14351,MANFRINOPOLIS,2775
PR,41,14401,MANGUEIRINHA,17287
PR,41,14500,MANOEL RIBAS,13702
PR,41,14609,MARECHAL CANDIDO RONDON,56530
PR,41,14708,MARIA HELENA,5872
PR,41,14807,MARIALVA,47028
PR,41,14906,MARILANDIA DO SUL,9757
PR,41,15002,MARILENA,7220
PR,41,15101,MARILUZ,9846
PR,41,15200,MARINGA,454146
PR,41,15309,MARIOPOLIS,6356
PR,41,15358,MARIPA,6639
PR,41,15408,MARMELEIRO,15873
PR,41,15457,MARQUINHO,4348
PR,41,15507,MARUMBI,4700
PR,41,15606,MATELANDIA,18472
PR,41,15705,MATINHOS,39212
PR,41,15739,MATO RICO,3279
PR,41,15754,MAUA DA SERRA,8937
PR,41,15804,MEDIANEIRA,54390
PR,41,15853,MERCEDES,5945
PR,41,15903,MIRADOR,2240
PR,41,16000,MIRASELVA,1965
PR,41,16059,MISSAL,12951
PR,41,16109,MOREIRA SALES,11170
PR,41,16208,MORRETES,18396
PR,41,16307,MUNHOZ DE MELO,3937
PR,41,16406,NOSSA SENHORA DAS GRACAS,3677
PR,41,16505,NOVA ALIANCA DO IVAI,1315
PR,41,16604,NOVA AMERICA DA COLINA,3277
PR,41,16703,NOVA AURORA,12848
PR,41,16802,NOVA CANTU,6781
PR,41,16901,NOVA ESPERANCA,26616
PR,41,16950,NOVA ESPERANCA DO SUDOESTE,5592
PR,41,17008,NOVA FATIMA,7225
PR,41,17057,NOVA LARANJEIRAS,14132
PR,41,17107,NOVA LONDRINA,12911
PR,41,17206,NOVA OLIMPIA,5834
PR,41,17214,NOVA SANTA BARBARA,4183
PR,41,17222,NOVA SANTA ROSA,8292
PR,41,17255,NOVA PRATA DO IGUACU,10780
PR,41,17271,NOVA TEBAS,6848
PR,41,17297,NOVO ITACOLOMI,4061
PR,41,17305,ORTIGUEIRA,26078
PR,41,17404,OURIZONA,3184
PR,41,17453,OURO VERDE DO OESTE,6808
PR,41,17503,PAICANDU,49999
PR,41,17602,PALMAS,43769
PR,41,17701,PALMEIRA,36384
PR,41,17800,PALMITAL,13080
PR,41,17909,PALOTINA,35063
PR,41,18006,PARAISO DO NORTE,13246
PR,41,18105,PARANACITY,9561
PR,41,18204,PARANAGUA,157043
PR,41,18303,PARANAPOEMA,2406
PR,41,18402,PARANAVAI,90969
PR,41,18451,PATO BRAGADO,5976
PR,41,18501,PATO BRANCO,94239
PR,41,18600,PAULA FREITAS,5616
PR,41,18709,PAULO FRONTIN,6460
PR,41,18808,PEABIRU,13345
PR,41,18857,PEROBAL,7132
PR,41,18907,PEROLA,11885
PR,41,19004,PEROLA D'OESTE,6197
PR,41,19103,PIEN,13552
PR,41,19152,PINHAIS,131048
PR,41,19202,PINHALAO,6564
PR,41,19251,PINHAL DE SAO BENTO,2762
PR,41,19301,PINHAO,29931
PR,41,19400,PIRAI DO SUL,23514
PR,41,19509,PIRAQUARA,131101
PR,41,19608,PITANGA,33640
PR,41,19657,PITANGUEIRAS,3016
PR,41,19707,PLANALTINA DO PARANA,4063
PR,41,19806,PLANALTO,14300
PR,41,19905,PONTA GROSSA,391654
PR,41,19954,PONTAL DO PARANA,32985
PR,41,20002,PORECATU,11596
PR,41,20101,PORTO AMAZONAS,5543
PR,41,20150,PORTO BARREIRO,3111
PR,41,20200,PORTO RICO,3194
PR,41,20309,PORTO VITORIA,3484
PR,41,20333,PRADO FERREIRA,3663
PR,41,20358,PRANCHITA,5705
PR,41,20408,PRESIDENTE CASTELO BRANCO,4334
PR,41,20507,PRIMEIRO DE MAIO,10239
PR,41,20606,PRUDENTOPOLIS,49395
PR,41,20655,QUARTO CENTENARIO,4213
PR,41,20705,QUATIGUA,8092
PR,41,20804,QUATRO BARRAS,26452
PR,41,20853,QUATRO PONTES,4051
PR,41,20903,QUEDAS DO IGUACU,30785
PR,41,21000,QUERENCIA DO NORTE,10708
PR,41,21109,QUINTA DO SOL,5009
PR,41,21208,QUITANDINHA,19240
PR,41,21257,RAMILANDIA,4848
PR,41,21307,RANCHO ALEGRE,3511
PR,41,21356,RANCHO ALEGRE D'OESTE,2615
PR,41,21406,REALEZA,18928
PR,41,21505,REBOUCAS,14524
PR,41,21604,RENASCENCA,6839
PR,41,21703,RESERVA,26786
PR,41,21752,RESERVA DO IGUACU,7009
PR,41,21802,RIBEIRAO CLARO,12357
PR,41,21901,RIBEIRAO DO PINHAL,13.053(29)
PR,41,22008,RIO AZUL,14032
PR,41,22107,RIO BOM,3755
PR,41,22156,RIO BONITO DO IGUACU,13955
PR,41,22172,RIO BRANCO DO IVAI,3866
PR,41,22206,RIO BRANCO DO SUL,32566
PR,41,22305,RIO NEGRO,31406
PR,41,22404,ROLANDIA,71344
PR,41,22503,RONCADOR,11253
PR,41,22602,RONDON,9093
PR,41,22651,ROSARIO DO IVAI,5697
PR,41,22701,SABAUDIA,8819
PR,41,22800,SALGADO FILHO,4144
PR,41,22909,SALTO DO ITARARE,5195
PR,41,23006,SALTO DO LONTRA,14006
PR,41,23105,SANTA AMELIA,3396
PR,41,23204,SANTA CECILIA DO PAVAO,3361
PR,41,23303,SANTA CRUZ DE MONTE CASTELO,8630
PR,41,23402,SANTA FE,11397
PR,41,23501,SANTA HELENA,24917
PR,41,23600,SANTA INES,1744
PR,41,23709,SANTA ISABEL DO IVAI,8897
PR,41,23808,SANTA IZABEL DO OESTE,12444
PR,41,23824,SANTA LUCIA,3668
PR,41,23857,SANTA MARIA DO OESTE,9811
PR,41,23907,SANTA MARIANA,11111
PR,41,23956,SANTA MONICA,3357
PR,41,24004,SANTANA DO ITARARE,5514
PR,41,24020,SANTA TEREZA DO OESTE,12928
PR,41,24053,SANTA TEREZINHA DE ITAIPU,23236
PR,41,24103,SANTO ANTONIO DA PLATINA,45261
PR,41,24202,SANTO ANTONIO DO CAIUA,2499
PR,41,24301,SANTO ANTONIO DO PARAISO,2122
PR,41,24400,SANTO ANTONIO DO SUDOESTE,19677
PR,41,24509,SANTO INACIO,6184
PR,41,24608,SAO CARLOS DO IVAI,6588
PR,41,24707,SAO JERONIMO DA SERRA,10742
PR,41,24806,SAO JOAO,11683
PR,41,24905,SAO JOAO DO CAIUA,5585
PR,41,25001,SAO JOAO DO IVAI,10665
PR,41,25100,SAO JOAO DO TRIUNFO,13725
PR,41,25209,SAO JORGE D'OESTE,9308
PR,41,25308,SAO JORGE DO IVAI,5159
PR,41,25357,SAO JORGE DO PATROCINIO,6520
PR,41,25407,SAO JOSE DA BOA VISTA,5968
PR,41,25456,SAO JOSE DAS PALMEIRAS,4063
PR,41,25506,SAO JOSE DOS PINHAIS,327746
PR,41,25555,SAO MANOEL DO PARANA,2132
PR,41,25605,SAO MATEUS DO SUL,44313
PR,41,25704,SAO MIGUEL DO IGUACU,29285
PR,41,25753,SAO PEDRO DO IGUACU,6854
PR,41,25803,SAO PEDRO DO IVAI,8691
PR,41,25902,SAO PEDRO DO PARANA,2654
PR,41,26009,SAO SEBASTIAO DA AMOREIRA,8070
PR,41,26108,SAO TOME,5385
PR,41,26207,SAPOPEMA,6444
PR,41,26256,SARANDI,126057
PR,41,26272,SAUDADE DO IGUACU,6137
PR,41,26306,SENGES,17112
PR,41,26355,SERRANOPOLIS DO IGUACU,5034
PR,41,26405,SERTANEJA,5761
PR,41,26504,SERTANOPOLIS,16694
PR,41,26603,SIQUEIRA CAMPOS,24083
PR,41,26652,SULINA,3440
PR,41,26678,TAMARANA,12115
PR,41,26702,TAMBOARA,4879
PR,41,26801,TAPEJARA,15659
PR,41,26900,TAPIRA,5743
PR,41,27007,TEIXEIRA SOARES,9565
PR,41,27106,TELEMACO BORBA,73331
PR,41,27205,TERRA BOA,18654
PR,41,27304,TERRA RICA,14862
PR,41,27403,TERRA ROXA,18448
PR,41,27502,TIBAGI,18612
PR,41,27601,TIJUCAS DO SUL,17717
PR,41,27700,TOLEDO,156123
PR,41,27809,TOMAZINA,9659
PR,41,27858,TRES BARRAS DO PARANA,11142
PR,41,27882,TUNAS DO PARANA,8617
PR,41,27908,TUNEIRAS DO OESTE,10332
PR,41,27957,TUPASSI,8088
PR,41,27965,TURVO,16147
PR,41,28005,UBIRATA,24733
PR,41,28104,UMUARAMA,117148
PR,41,28203,UNIAO DA VITORIA,55238
PR,41,28302,UNIFLOR,2136
PR,41,28401,URAI,10378
PR,41,28500,WENCESLAU BRAZ,18894
PR,41,28534,VENTANIA,9682
PR,41,28559,VERA CRUZ DO OESTE,9326
PR,41,28609,VERE,7929
PR,41,28625,ALTO PARAISO,3059
PR,41,28633,DOUTOR ULYSSES,6216
PR,41,28658,VIRMOND,3813
PR,41,28708,VITORINO,9942
PR,41,28807,XAMBRE,5769
SC,42,51,ABDON BATISTA,2600
SC,42,101,ABELARDO LUZ,17389
SC,42,200,AGROLANDIA,11010
SC,42,309,AGRONOMICA,6055
SC,42,408,AGUA DOCE,6286
SC,42,507,AGUAS DE CHAPECO,5872
SC,42,556,AGUAS FRIAS,2802
SC,42,606,AGUAS MORNAS,6765
SC,42,705,ALFREDO WAGNER,10455
SC,42,754,ALTO BELA VISTA,1859
SC,42,804,ANCHIETA,5942
SC,42,903,ANGELINA,5497
SC,42,1000,ANITA GARIBALDI,8286
SC,42,1109,ANITAPOLIS,3463
SC,42,1208,ANTONIO CARLOS,11295
SC,42,1257,APIUNA,11926
SC,42,1273,ARABUTA,4378
SC,42,1307,ARAQUARI,45462
SC,42,1406,ARARANGUA,72138
SC,42,1505,ARMAZEM,8825
SC,42,1604,ARROIO TRINTA,3556
SC,42,1653,ARVOREDO,2539
SC,42,1703,ASCURRA,8408
SC,42,1802,ATALANTA,3218
SC,42,1901,AURORA,6810
SC,42,1950,BALNEARIO ARROIO DO SILVA,15693
SC,42,2008,BALNEARIO CAMBORIU,140036
SC,42,2057,BALNEARIO BARRA DO SUL,14885
SC,42,2073,BALNEARIO GAIVOTA,15353
SC,42,2081,BANDEIRANTE,3144
SC,42,2099,BARRA BONITA,1608
SC,42,2107,BARRA VELHA,45633
SC,42,2131,BELA VISTA DO TOLDO,5863
SC,42,2156,BELMONTE,2703
SC,42,2206,BENEDITO NOVO,10484
SC,42,2305,BIGUACU,78623
SC,42,2404,BLUMENAU,363340
SC,42,2438,BOCAINA DO SUL,3514
SC,42,2453,BOMBINHAS,24416
SC,42,2503,BOM JARDIM DA SERRA,4362
SC,42,2537,BOM JESUS,2721
SC,42,2578,BOM JESUS DO OESTE,2182
SC,42,2602,BOM RETIRO,8698
SC,42,2701,BOTUVERA,5368
SC,42,2800,BRACO DO NORTE,34113
SC,42,2859,BRACO DO TROMBUDO,3954
SC,42,2875,BRUNOPOLIS,2488
SC,42,2909,BRUSQUE,141676
SC,42,3006,CACADOR,74105
SC,42,3105,CAIBI,6199
SC,42,3154,CALMON,3465
SC,42,3204,CAMBORIU,112167
SC,42,3253,CAPAO ALTO,2892
SC,42,3303,CAMPO ALEGRE,12318
SC,42,3402,CAMPO BELO DO SUL,7345
SC,42,3501,CAMPO ERE,9562
SC,42,3600,CAMPOS NOVOS,36976
SC,42,3709,CANELINHA,12759
SC,42,3808,CANOINHAS,54848
SC,42,3907,CAPINZAL,23184
SC,42,3956,CAPIVARI DE BAIXO,22873
SC,42,4004,CATANDUVAS,10565
SC,42,4103,CAXAMBU DO SUL,4614
SC,42,4152,CELSO RAMOS,2802
SC,42,4178,CERRO NEGRO,3318
SC,42,4194,CHAPADAO DO LAGEADO,2949
SC,42,4202,CHAPECO,251150
SC,42,4251,COCAL DO SUL,17241
SC,42,4301,CONCORDIA,81625
SC,42,4350,CORDILHEIRA ALTA,4735
SC,42,4400,CORONEL FREITAS,10303
SC,42,4459,CORONEL MARTINS,2069
SC,42,4509,CORUPA,15287
SC,42,4558,CORREIA PINTO,15720
SC,42,4608,CRICIUMA,231088
SC,42,4707,CUNHA PORA,10904
SC,42,4756,CUNHATAI,1757
SC,42,4806,CURITIBANOS,40289
SC,42,4905,DESCANSO,8559
SC,42,5001,DIONISIO CERQUEIRA,14989
SC,42,5100,DONA EMMA,4006
SC,42,5159,DOUTOR PEDRINHO,3670
SC,42,5175,ENTRE RIOS,3322
SC,42,5191,ERMO,2270
SC,42,5209,ERVAL VELHO,4824
SC,42,5308,FAXINAL DOS GUEDES,10965
SC,42,5357,FLOR DO SERTAO,1784
SC,42,5407,FLORIANOPOLIS,574200
SC,42,5431,FORMOSA DO SUL,2682
SC,42,5456,FORQUILHINHA,31692
SC,42,5506,FRAIBURGO,33662
SC,42,5555,FREI ROGERIO,2411
SC,42,5605,GALVAO,3219
SC,42,5704,GAROPABA,29801
SC,42,5803,GARUVA,18697
SC,42,5902,GASPAR,73053
SC,42,6009,GOVERNADOR CELSO RAMOS,17306
SC,42,6108,GRAO-PARA,6149
SC,42,6207,GRAVATAL,14022
SC,42,6306,GUABIRUBA,24578
SC,42,6405,GUARACIABA,11154
SC,42,6504,GUARAMIRIM,46502
SC,42,6603,GUARUJA DO SUL,4819
SC,42,6652,GUATAMBU,8400
SC,42,6702,HERVAL D'OESTE,21339
SC,42,6751,IBIAM,2003
SC,42,6801,IBICARE,3267
SC,42,6900,IBIRAMA,21425
SC,42,7007,ICARA,64456
SC,42,7106,ILHOTA,20319
SC,42,7205,IMARUI,12331
SC,42,7304,IMBITUBA,54258
SC,42,7403,IMBUIA,5988
SC,42,7502,INDAIAL,71369
SC,42,7577,IOMERE,2865
SC,42,7601,IPIRA,4580
SC,42,7650,IPORA DO OESTE,9333
SC,42,7684,IPUACU,7726
SC,42,7700,IPUMIRIM,7815
SC,42,7759,IRACEMINHA,3987
SC,42,7809,IRANI,10014
SC,42,7858,IRATI,2069
SC,42,7908,IRINEOPOLIS,10298
SC,42,8005,ITA,7063
SC,42,8104,ITAIOPOLIS,22065
SC,42,8203,ITAJAI,291169
SC,42,8302,ITAPEMA,76247
SC,42,8401,ITAPIRANGA,16503
SC,42,8450,ITAPOA,30731
SC,42,8500,ITUPORANGA,26694
SC,42,8609,JABORA,4314
SC,42,8708,JACINTO MACHADO,10624
SC,42,8807,JAGUARUNA,19538
SC,42,8906,JARAGUA DO SUL,193304
SC,42,8955,JARDINOPOLIS,1785
SC,42,9003,JOACABA,29976
SC,42,9102,JOINVILLE,617979
SC,42,9151,JOSE BOITEUX,5991
SC,42,9177,JUPIA,2542
SC,42,9201,LACERDOPOLIS,2256
SC,42,9300,LAGES,164881
SC,42,9409,LAGUNA,41269
SC,42,9458,LAJEADO GRANDE,1682
SC,42,9508,LAURENTINO,7524
SC,42,9607,LAURO MULLER,14192
SC,42,9706,LEBON REGIS,11553
SC,42,9805,LEOBERTO LEAL,3334
SC,42,9854,LINDOIA DO SUL,4549
SC,42,9904,LONTRAS,12913
SC,42,10001,LUIZ ALVES,12249
SC,42,10035,LUZERNA,5760
SC,42,10050,MACIEIRA,1778
SC,42,10100,MAFRA,55463
SC,42,10209,MAJOR GERCINO,3887
SC,42,10308,MAJOR VIEIRA,7359
SC,42,10407,MARACAJA,7825
SC,42,10506,MARAVILHA,28045
SC,42,10555,MAREMA,2177
SC,42,10605,MASSARANDUBA,18922
SC,42,10704,MATOS COSTA,2762
SC,42,10803,MELEIRO,6940
SC,42,10852,MIRIM DOCE,2502
SC,42,10902,MODELO,4085
SC,42,11009,MONDAI,9961
SC,42,11058,MONTE CARLO,9131
SC,42,11108,MONTE CASTELO,7754
SC,42,11207,MORRO DA FUMACA,18687
SC,42,11256,MORRO GRANDE,2982
SC,42,11306,NAVEGANTES,88655
SC,42,11405,NOVA ERECHIM,5179
SC,42,11454,NOVA ITABERABA,4432
SC,42,11504,NOVA TRENTO,13645
SC,42,11603,NOVA VENEZA,13396
SC,42,11652,NOVO HORIZONTE,2652
SC,42,11702,ORLEANS,23531
SC,42,11751,OTACILIO COSTA,17357
SC,42,11801,OURO,7025
SC,42,11850,OURO VERDE,2168
SC,42,11876,PAIAL,1931
SC,42,11892,PAINEL,2199
SC,42,11900,PALHOCA,236638
SC,42,12007,PALMA SOLA,7601
SC,42,12056,PALMEIRA,2627
SC,42,12106,PALMITOS,15627
SC,42,12205,PAPANDUVA,19132
SC,42,12239,PARAISO,4437
SC,42,12254,PASSO DE TORRES,12875
SC,42,12270,PASSOS MAIA,4025
SC,42,12304,PAULO LOPES,9326
SC,42,12403,PEDRAS GRANDES,4233
SC,42,12502,PENHA,33400
SC,42,12601,PERITIBA,2993
SC,42,12650,PESCARIA BRAVA,10224
SC,42,12700,PETROLANDIA,6718
SC,42,12809,BALNEARIO PICARRAS,28177
SC,42,12908,PINHALZINHO,21495
SC,42,13005,PINHEIRO PRETO,3469
SC,42,13104,PIRATUBA,5746
SC,42,13153,PLANALTO ALEGRE,2946
SC,42,13203,POMERODE,34699
SC,42,13302,PONTE ALTA,4437
SC,42,13351,PONTE ALTA DO NORTE,3217
SC,42,13401,PONTE SERRADA,10414
SC,42,13500,PORTO BELO,27726
SC,42,13609,PORTO UNIAO,32190
SC,42,13708,POUSO REDONDO,17143
SC,42,13807,PRAIA GRANDE,8131
SC,42,13906,PRESIDENTE CASTELLO BRANCO,1692
SC,42,14003,PRESIDENTE GETULIO,21231
SC,42,14102,PRESIDENTE NEREU,2300
SC,42,14151,PRINCESA,2964
SC,42,14201,QUILOMBO,11027
SC,42,14300,RANCHO QUEIMADO,3252
SC,42,14409,RIO DAS ANTAS,6221
SC,42,14508,RIO DO CAMPO,6447
SC,42,14607,RIO DO OESTE,7623
SC,42,14706,RIO DOS CEDROS,10879
SC,42,14805,RIO DO SUL,70952
SC,42,14904,RIO FORTUNA,4885
SC,42,15000,RIO NEGRINHO,38531
SC,42,15059,RIO RUFINO,2432
SC,42,15075,RIQUEZA,4769
SC,42,15109,RODEIO,12715
SC,42,15208,ROMELANDIA,4826
SC,42,15307,SALETE,7502
SC,42,15356,SALTINHO,3626
SC,42,15406,SALTO VELOSO,4416
SC,42,15455,SANGAO,12995
SC,42,15505,SANTA CECILIA,15247
SC,42,15554,SANTA HELENA,2427
SC,42,15604,SANTA ROSA DE LIMA,2002
SC,42,15653,SANTA ROSA DO SUL,9308
SC,42,15679,SANTA TEREZINHA,8061
SC,42,15687,SANTA TEREZINHA DO PROGRESSO,2580
SC,42,15695,SANTIAGO DO SUL,1642
SC,42,15703,SANTO AMARO DA IMPERATRIZ,28260
SC,42,15752,SAO BERNARDINO,2651
SC,42,15802,SAO BENTO DO SUL,82760
SC,42,15901,SAO BONIFACIO,2950
SC,42,16008,SAO CARLOS,10279
SC,42,16057,SAO CRISTOVAO DO SUL,6092
SC,42,16107,SAO DOMINGOS,8984
SC,42,16206,SAO FRANCISCO DO SUL,52428
SC,42,16255,SAO JOAO DO OESTE,6287
SC,42,16305,SAO JOAO BATISTA,32360
SC,42,16354,SAO JOAO DO ITAPERIU,4484
SC,42,16404,SAO JOAO DO SUL,8642
SC,42,16503,SAO JOAQUIM,26026
SC,42,16602,SAO JOSE,287409
SC,42,16701,SAO JOSE DO CEDRO,15100
SC,42,16800,SAO JOSE DO CERRITO,8708
SC,42,16909,SAO LOURENCO DO OESTE,24774
SC,42,17006,SAO LUDGERO,13431
SC,42,17105,SAO MARTINHO,3654
SC,42,17154,SAO MIGUEL DA BOA VISTA,1768
SC,42,17204,SAO MIGUEL DO OESTE,43946
SC,42,17253,SAO PEDRO DE ALCANTARA,5693
SC,42,17303,SAUDADES,10272
SC,42,17402,SCHROEDER,20213
SC,42,17501,SEARA,18623
SC,42,17550,SERRA ALTA,3314
SC,42,17600,SIDEROPOLIS,13862
SC,42,17709,SOMBRIO,29503
SC,42,17758,SUL BRASIL,2878
SC,42,17808,TAIO,18282
SC,42,17907,TANGARA,8153
SC,42,17956,TIGRINHOS,2325
SC,42,18004,TIJUCAS,49474
SC,42,18103,TIMBE DO SUL,5377
SC,42,18202,TIMBO,46144
SC,42,18251,TIMBO GRANDE,7368
SC,42,18301,TRES BARRAS,19782
SC,42,18350,TREVISO,3783
SC,42,18400,TREZE DE MAIO,7354
SC,42,18509,TREZE TILIAS,8803
SC,42,18608,TROMBUDO CENTRAL,7074
SC,42,18707,TUBARAO,114389
SC,42,18756,TUNAPOLIS,5018
SC,42,18806,TURVO,12993
SC,42,18855,UNIAO DO OESTE,2782
SC,42,18905,URUBICI,11156
SC,42,18954,URUPEMA,2719
SC,42,19002,URUSSANGA,20915
SC,42,19101,VARGEAO,3585
SC,42,19150,VARGEM,2621
SC,42,19176,VARGEM BONITA,4572
SC,42,19200,VIDAL RAMOS,6160
SC,42,19309,VIDEIRA,55921
SC,42,19358,VITOR MEIRELES,5362
SC,42,19408,WITMARSUM,4314
SC,42,19507,XANXERE,50998
SC,42,19606,XAVANTINA,3654
SC,42,19705,XAXIM,31625
SC,42,19853,ZORTEA,3925
SC,42,20000,BALNEARIO RINCAO,15880
RS,43,34,ACEGUA,4156
RS,43,59,AGUA SANTA,4345
RS,43,109,AGUDO,16740
RS,43,208,AJURICABA,6707
RS,43,307,ALECRIM,6169
RS,43,406,ALEGRETE,71945
RS,43,455,ALEGRIA,3652
RS,43,471,ALMIRANTE TAMANDARE DO SUL,1967
RS,43,505,ALPESTRE,7065
RS,43,554,ALTO ALEGRE,1800
RS,43,570,ALTO FELIZ,3061
RS,43,604,ALVORADA,185921
RS,43,638,AMARAL FERRADOR,5268
RS,43,646,AMETISTA DO SUL,7529
RS,43,661,ANDRE DA ROCHA,1129
RS,43,703,ANTA GORDA,5962
RS,43,802,ANTONIO PRADO,14292
RS,43,851,ARAMBARE,4109
RS,43,877,ARARICA,8293
RS,43,901,ARATIBA,6495
RS,43,1008,ARROIO DO MEIO,21961
RS,43,1057,ARROIO DO SAL,11082
RS,43,1073,ARROIO DO PADRE,2638
RS,43,1107,ARROIO DOS RATOS,14555
RS,43,1206,ARROIO DO TIGRE,12022
RS,43,1305,ARROIO GRANDE,17440
RS,43,1404,ARVOREZINHA,10328
RS,43,1503,AUGUSTO PESTANA,7146
RS,43,1552,AUREA,3401
RS,43,1602,BAGE,113173
RS,43,1636,BALNEARIO PINHAL,14769
RS,43,1651,BARAO,6476
RS,43,1701,BARAO DE COTEGIPE,7150
RS,43,1750,BARAO DO TRIUNFO,5893
RS,43,1800,BARRACAO,5115
RS,43,1859,BARRA DO GUARITA,3161
RS,43,1875,BARRA DO QUARAI,4053
RS,43,1909,BARRA DO RIBEIRO,11925
RS,43,1925,BARRA DO RIO AZUL,1695
RS,43,1958,BARRA FUNDA,2497
RS,43,2006,BARROS CASSAL,9299
RS,43,2055,BENJAMIN CONSTANT DO SUL,1981
RS,43,2105,BENTO GONCALVES,129430
RS,43,2154,BOA VISTA DAS MISSOES,1899
RS,43,2204,BOA VISTA DO BURICA,7030
RS,43,2220,BOA VISTA DO CADEADO,2222
RS,43,2238,BOA VISTA DO INCRA,2267
RS,43,2253,BOA VISTA DO SUL,2746
RS,43,2303,BOM JESUS,10725
RS,43,2352,BOM PRINCIPIO,15619
RS,43,2378,BOM PROGRESSO,2106
RS,43,2402,BOM RETIRO DO SUL,12245
RS,43,2451,BOQUEIRAO DO LEAO,6231
RS,43,2501,BOSSOROCA,5886
RS,43,2584,BOZANO,2135
RS,43,2600,BRAGA,3264
RS,43,2659,BROCHIER,5895
RS,43,2709,BUTIA,18711
RS,43,2808,CACAPAVA DO SUL,32447
RS,43,2907,CACEQUI,11166
RS,43,3004,CACHOEIRA DO SUL,79778
RS,43,3103,CACHOEIRINHA,134545
RS,43,3202,CACIQUE DOBLE,4602
RS,43,3301,CAIBATE,4707
RS,43,3400,CAICARA,4810
RS,43,3509,CAMAQUA,61598
RS,43,3558,CAMARGO,3204
RS,43,3608,CAMBARA DO SUL,6263
RS,43,3673,CAMPESTRE DA SERRA,3243
RS,43,3707,CAMPINA DAS MISSOES,5882
RS,43,3806,CAMPINAS DO SUL,5266
RS,43,3905,CAMPO BOM,65380
RS,43,4002,CAMPO NOVO,4992
RS,43,4101,CAMPOS BORGES,3606
RS,43,4200,CANDELARIA,28249
RS,43,4309,CANDIDO GODOI,6291
RS,43,4358,CANDIOTA,10418
RS,43,4408,CANELA,53348
RS,43,4507,CANGUCU,48922
RS,43,4606,CANOAS,339133
RS,43,4614,CANUDOS DO VALE,1660
RS,43,4622,CAPAO BONITO DO SUL,1724
RS,43,4630,CAPAO DA CANOA,62040
RS,43,4655,CAPAO DO CIPO,3122
RS,43,4663,CAPAO DO LEAO,27071
RS,43,4671,CAPIVARI DO SUL,3986
RS,43,4689,CAPELA DE SANTANA,10970
RS,43,4697,CAPITAO,2888
RS,43,4705,CARAZINHO,60983
RS,43,4713,CARAA,8957
RS,43,4804,CARLOS BARBOSA,29834
RS,43,4853,CARLOS GOMES,1355
RS,43,4903,CASCA,9464
RS,43,4952,CASEIROS,3000
RS,43,5009,CATUIPE,8679
RS,43,5108,CAXIAS DO SUL,503068
RS,43,5116,CENTENARIO,2725
RS,43,5124,CERRITO,5847
RS,43,5132,CERRO BRANCO,3803
RS,43,5157,CERRO GRANDE,2318
RS,43,5173,CERRO GRANDE DO SUL,9054
RS,43,5207,CERRO LARGO,13710
RS,43,5306,CHAPADA,9475
RS,43,5355,CHARQUEADAS,34954
RS,43,5371,CHARRUA,3345
RS,43,5405,CHIAPETTA,3901
